Title,Price,Rating,No. of Reviews,Width,Thickness,Weight,Height,Sales Package,model number,model name,Shape,Color,Touchscreen?,Water resistant?,Sensor,Battery Type,Charge Time,Battery Life,Warranty,Warranty Service Information,Covered in warranty,Not covered in warranty
"Noise Caliber 3 Plus Metal Edition 1.96"" AMOLED Display, Functional Crown, BT Calling Smartwatch  (Silver Strap, Regular)","₹1,599","14,862 Ratings",980 Reviews,,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-clrftcaliber3plus-mtl-slvr_slvr,"Caliber 3 Plus Metal Edition 1.96"" AMOLED Display, Functional Crown, BT Calling",Rectangle,Silver,Yes,Yes,"Heart Rate, SpO2",,,Upto 7 Days,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Beige Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Beige,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Apple Watch Series 10 GPS 46mm Rose Gold Aluminium with Plum Sport Loop  (Plum Strap, Free Size)","₹49,900",123 Ratings,10 Reviews,39 mm,9.7 mm,36.4 g,,"Apple Watch Series 10, Strap, Apple Watch Magnetic Fast Charger to USB-C Cable (1 m)",MWWV3HN/A,Watch Series 10 GPS 46mm Rose Gold Aluminium with Plum Sport Loop,Rectangle,Purple,Yes,Yes,"Electrical heart sensor, Third‑generation optical heart sensor, Temperature sensor1, Blood Oxygen sensor2, Compass, Always‑on altimeter, High‑g accelerometer, High dynamic range gyroscope, Ambient light sensor, Depth gauge, Water temperature sensor",Lithium Ion,,Upto 18 Hours On Normal Use,1 Year Manufacturer Warranty,Carry In,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Chrome Rig Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Silver Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Silver,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"Fire-Boltt Spectre Stainless Steel Luxury, 33.5mm (1.32 inch) Display, 360*360 Px High Res Smartwatch  (Silver-C Strap, Free Size)","₹1,499","43,544 Ratings","6,349 Reviews",54 mm,50 mm,,12 mm,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW197,"Spectre Stainless Steel Luxury, 33.5mm (1.32 inch) Display, 360*360 Px High Res",Round,Silver,Yes,Yes,"SpO2, Heart Rate Sensor",Lithium Ion,120 min,Upto 5 Days,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defects,
"PAPLAJ ENTERPRISES S9 Ultra Gold Edition - Sports Mode Golden SmartWatch for Businessman Smartwatch  (Gold ,Black Strap, FREE SIZE)",₹799,40 Ratings,1 Reviews,,,100 g,,1 smartwatch,S9 ULTRA GOLD,S9 Ultra Gold Edition - Sports Mode Golden SmartWatch for Businessman,Rectangle,"Gold, Black",Yes,Yes,Fitness Health Sports G-Sensor,Lithium,60 min,3 day,,,,
"Pebble Royale Legend Slimmest Design,1.43''Amoled Display, BT Calling, Premium Built Smartwatch  (COBALT BLUE Strap, Free Size)","₹3,999",617 Ratings,52 Reviews,56.6 mm,8.1 mm,69 g,36.8 mm,"1N Smartwatch, 1N USB Charging Cable, 1N User Manual, 1N Warranty Card",PFB82,"Royale Legend Slimmest Design,1.43''Amoled Display, BT Calling, Premium Built",Round,Blue,Yes,Yes,G-Sensor,Lithium Polymer,120 min,Upto 4 Days,1 Year Warranty,offsite warranty,Manufacturing,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Black Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Black,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"DOPEWOPE T800 Ultra Honeycomp Edition smart watch with WiFi GPS SIM card 4G T72 Smartwatch  (Black Strap, Free Size)",₹551,52 Ratings,2 Reviews,49 mm,14 mm,100 g,44 mm,1,T800 - 8,T800 Ultra Honeycomp Edition smart watch with WiFi GPS SIM card 4G T72,Square,Black,Yes,Yes,Accelerometer,Lithium,40 min,2 Year,NA,NA,NA,
"Cult Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD Smartwatch  (Black Strap, Free Size)","₹2,499","1,931 Ratings",286 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW08,"Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD",Rectangle,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Cult Active TR 1.52""HD Display,Stainless Steel Build,Wireless Charging, BT Calling Smartwatch  (Silver Strap, Free Size)","₹1,999","1,573 Ratings",160 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW10,"Active TR 1.52""HD Display,Stainless Steel Build,Wireless Charging, BT Calling",Round,Silver,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"IAIR W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode | Smartwatch  (Nature Black Strap, Standard)",₹748,78 Ratings,21 Reviews,,,,,"1 Smartwatch, 1 Charging cable, 1 User Manual",W5 Pro,W5 Pro | 1.9Inch Super AMOLED DIsplay | Bluetooth Calling | Multi Sport Mode |,Square,"Black, Multicolor",Yes,Yes,Gesture Sensor,Lithium Polymer,60 min,3-4 days,,,,
"Noise Icon Buzz 1.69"" Display with Bluetooth Calling, Built-In Games, Voice Assistant Smartwatch  (Red Strap, Regular)","₹1,399","6,12,972 Ratings","40,657 Reviews",,,50 g,,"1x Smartwatch, Charging Cable, User Manual, Thank You Card",wrb-sw-colorfiticonbuzz-std-slvr_rd,"Icon Buzz 1.69"" Display with Bluetooth Calling, Built-In Games, Voice Assistant",Rectangle,Red,Yes,Yes,"Heart Rate, SpO2",,120 min,7 Days,1 Year Manufacturer Warranty,,Manufacturing Defects,
"Fastrack Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS Smartwatch  (Grey Strap, Free Size)","₹2,298","24,855 Ratings","1,565 Reviews",52 mm,11.5 mm,52 g,46 mm,"Smartwatch, Charging Cable, Quick Start Guide",38153SP01,"Optimus 2 Pro,36.3mm AMOLED Display,AOD,Metal Case,Working Crown,BT Calling,SOS",Round,Grey,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"beatXP Marv 1.85"" HD Screen Ultra Thin Bezel One-Tap BT 5.3 Calling AI Voice Assistant Smartwatch  (Electric Black Strap, Free Size)","₹1,199","11,602 Ratings","1,192 Reviews",36.9 mm,11.2 mm,32.2 g,43.6 mm,"Smartwatch, Charging Cable, User's Manual, Warranty Card, Features Card, Offer Card",BXIO2001/BXSM2001,"Marv 1.85"" HD Screen Ultra Thin Bezel One-Tap BT 5.3 Calling AI Voice Assistant",Square,Black,Yes,Yes,"Heart Rate, SpO2, Blood Pressure, Stress Monitoring, Sleep Monitoring, Mood Testing",Lithium Ion,150 min,Up To 10 Days,We offer a 12-month replacement warranty on manufacturing defects to ensure the best customer experience. Please give us a missed call at our customer care number or scan the QR Code to activate your warranty.,Please give us a missed call at our customer care number or scan the QR Code to activate your warranty,Manufacturing Defects,
"Apple Watch Series 9 GPS 45mm Midnight Aluminium Case with Midnight Sport Loop  (Midnight Strap, Free Size)","₹31,999","8,121 Ratings",395 Reviews,38 mm,,47.8 g,,"Smartwatch, Strap, Magnetic Fast Charging USB-C Cable, User Manual",MR9C3HN/A,Watch Series 9 GPS 45mm Midnight Aluminium Case with Midnight Sport Loop,Rectangle,Grey,Yes,Yes,"Sleep Tracker, Heart Rate Monitor, SPO2, Accelorometer, Gyroscope",Lithium Ion,,Upto 18 hours (Based on Usage),1 Year Manufacturer Warranty,bangalore_admin@apple.com 918040455150,Manufacturing Defects,
"Fastrack Revoltt FS2 Pro,49.7mm AMOLED Display,AOD,Metal Design,Working Crown,BT Calling Smartwatch  (Rose Gold Strap, Free Size)","₹3,999",14 Ratings,3 Reviews,,,123 g,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",38147WM01K,"Revoltt FS2 Pro,49.7mm AMOLED Display,AOD,Metal Design,Working Crown,BT Calling",Square,Gold,Yes,Yes,Accelerometer,Lithium Polymer,120 min,7 Days to 5 Days,1 Year Warranty,Carry-in,Manufacturing Defects,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Orange Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Orange,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"alt Drip Max, 2"" HD Display, Single Chip Bluetooth Calling, 100 Watchfaces, Metal Smartwatch  (Grey Strap, Regular)","₹1,299","1,092 Ratings",68 Reviews,,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw_alt-dripmax-std-slvr_gry,"Drip Max, 2"" HD Display, Single Chip Bluetooth Calling, 100 Watchfaces, Metal",Square,Grey,Yes,Yes,"Accelerometer, Heart Rate, SpO2",,,7 Days,1 Year Manufacturer Warranty,Contact- help@alt-smart.com | alt-smart.com | 01243633987,Manufacturing Defects,
"Cult Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD Smartwatch  (Gun Metal Grey Strap, Free Size)","₹2,499","1,931 Ratings",286 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW08,"Ace X1 2.04"" Amoled Display,1000 NITS, Bluetooth Calling, 300mAh Battery, AOD",Rectangle,Grey,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Fastrack Revoltt X2 with 1.91'' BT Calling|Rotating Crown|60 Hz Refresh Rate|Fast Charge Smartwatch  (Green Strap, Free Size)","₹1,699",419 Ratings,27 Reviews,38 mm,10.78 mm,42.5 g,46.6 mm,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",38137PP03,Revoltt X2 with 1.91'' BT Calling|Rotating Crown|60 Hz Refresh Rate|Fast Charge,Rectangle,"Blue, Green",Yes,Yes,Accelerometer,Lithium Polymer,120 min,7 Days,1 Year Limited Warranty,customer care at 1800-266-0123 or email us at customercare@.co.in,Manufacturing Defects,
"SAMSUNG Galaxy Watch6 LTE  (Silver Strap, 44mm)","₹36,999","1,316 Ratings",118 Reviews,44.4 mm,9 mm,33.3 mm,42.8 mm,"Smartwatch, Wireless charger, Quick Setup Guide",SM-R945F,Galaxy Watch6 LTE,Round,Silver,Yes,Yes,"Accelerometer, Gyro, Barometer, Ambient Light Sensor, Compass",Lithium Ion,,Up to 40 hours,,,,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Metallic Silver Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Silver,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Silver Strap, Free Size)","₹1,599","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Silver,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Noise Pro 5 1.85 AMOLED Always-on Display, DIY Watch face, SoS Technology, BT Calling Smartwatch  (Classic Brown Strap, Regular)","₹3,499","19,294 Ratings","1,357 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitpro5-44mm-lthr-slvr_brn,"Pro 5 1.85 AMOLED Always-on Display, DIY Watch face, SoS Technology, BT Calling",Rectangle,Brown,Yes,Yes,"Heart Rate, SpO2, Accelerometer",,,Upto 7 days,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2 Smartwatch  (Black Strap, Free Size)","₹1,399","95,233 Ratings","7,301 Reviews",,,,6 mm,"User Manual, Smartwatch, Charging Cable,Warranty Card",Crown,"Crown 1.95'' Screen, BT Calling, Working Crown, Zinc Alloy Frame, 900 Nits, SpO2",Square,Black,Yes,Yes,"Real Heart rate, SPO2, Pedometer",Lithium Polymer,150 min,Upto 5 Days,1 Year Warranty from the date of purchase,Contact : Ph : (+91)9555602502 / Mail : support@boultaudio.com,Any kind of technical issue,
"Noise Thrive 1.85'' Display with Bluetooth Calling, Music Playback & Voice Assistance Smartwatch  (Grey Strap, Regular)","₹1,499","43,181 Ratings","2,243 Reviews",,,,,"Smartwatch, Magnetic Charger, User Manual, Warranty Card",wrb-sw-colorfitthrive-std-slvr_gry,"Thrive 1.85'' Display with Bluetooth Calling, Music Playback & Voice Assistance",Square,Grey,Yes,Yes,"Heart Rate, SpO2, Accelerometer",,,Upto 7 Days,1 Year Warranty from the date of purchase,Contact - help@nexxbase.com | support.gonoise.in | +91 8882132132,Warranty is applicable on manufacturing defects for all the products for 1 Year and accessories (If any) for 3 months from the date of purchase.,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Black Strap, Free Size)","₹2,198","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"Cult Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling Smartwatch  (Sporty Green Strap, Free Size)","₹2,299",789 Ratings,187 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",CS805074,"Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling",Round,Green,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"TECHMAZE T500 Smart Watch Bluetooth Calling Full Touch Display T105 Smartwatch  (Multicolor Strap, Free Size)",₹578,604 Ratings,18 Reviews,,,,,"Host,Wrist strap, Charging cable,Manual",T500 Smart Watch ||fitness tracker||bluetooth smartwatch||Wrist Watch Phone T105,T500 Smart Watch Bluetooth Calling Full Touch Display T105,Curved,Multicolor,Yes,Yes,"Accelerometer, Gyroscope, Proximity Sensor",,60 min,20 HR,,,,
"Fastrack FS1 Max|Biggest 1.95'' UltraVU Curve Display|BT Calling|100+ Multisports Smartwatch  (Blue Strap, Free Size)","₹2,495","2,122 Ratings",87 Reviews,39.65 mm,11.9 mm,41.5 g,47.12 mm,"Watch Head, Watch Strap, Charging Cable, Quick Start Guide, Product Manual",38095PP02,FS1 Max|Biggest 1.95'' UltraVU Curve Display|BT Calling|100+ Multisports,Rectangle,Blue,Yes,Yes,Accelerometer,Lithium Polymer,150 min,Upto 5 Days,1 Year Limited warranty,customer care at 1800-266-0123 or email us at customercare@.co.in,Manufacturing Defects,
"boAt Wave Elevate w/ 4.97 CM(1.96'') HD Display, BT Calling, Functional Crown Smartwatch  (Forest Green Strap, Free Size)","₹1,599","3,809 Ratings",222 Reviews,,,,,"Smartwatch, Charging Cable, User Manual",Wave Elevate,"Wave Elevate w/ 4.97 CM(1.96'') HD Display, BT Calling, Functional Crown",Rectangle,Green,Yes,Yes,"HR, SpO2 & G-sensor",,,Upto 7 days,1 year warranty from the date of purchase,Reach out to us at info@imaginemarketingindia.com,Manufacturing Defects,
"Cult Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling Smartwatch  (Black Strap, Free Size)","₹2,299",789 Ratings,187 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",CS805072,"Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling",Round,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Chrome Rig Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Black,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,,Upto 7 Days,1 Year Warranty from the Date of Purchase,Repair or Replace,Any Kind of Technical Issue,
"boAt Lunar Prime w/ 3.68 cm(1.45"") AMOLED Display, BT Calling & Watch Face Studio Smartwatch  (Charcoal Black Strap, Free Size)","₹1,898","8,126 Ratings",544 Reviews,,,,,"boAt Lunar Prime, User Manual, Warranty Card, USB Magnetic Charging Cable",Lunar Prime,"Lunar Prime w/ 3.68 cm(1.45"") AMOLED Display, BT Calling & Watch Face Studio",Round,Black,Yes,Yes,"Heart Rate, SpO2, G-sensor",,,Upto 7 days,1 year warranty from the date of purchase,Reach out to us at : info@imaginemarketingindia.com,Manufacturing Defects,
"Cultsport Active T 2.01 HD Display, Single Chip BT Calling, Rotating Crown, 200 WatchFace Smartwatch  (Blue Strap, Free Size)","₹1,399","2,679 Ratings",564 Reviews,39 mm,,55 g,10.6 mm,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW03,"Active T 2.01 HD Display, Single Chip BT Calling, Rotating Crown, 200 WatchFace",Square,Blue,Yes,Yes,"SPO2, Heart Rate Sensor, Accelerometer, Pedometer",Lithium Polymer,90 min,Upto 7 Days; 2-3 days with BT calling,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Cult Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling Smartwatch  (Sporty Grey Strap, Free Size)","₹2,299",789 Ratings,187 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",CSW24,"Velocity with Built-in Turbo Track GPS,1.4'' AMOLED Display, Compass, BT Calling",Round,Grey,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 7 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Fastrack Revoltt XR1 35mm,Round HD Display,SingleSync BT Calling,Advance Chipset Smartwatch  (Blue Strap, Free Size)","₹1,398","49,865 Ratings","2,179 Reviews",46.4 mm,10.7 mm,45 g,52.5 mm,"Smartwatch, Charging Cable, Quick Start Guide",38088PP02K,"Revoltt XR1 35mm,Round HD Display,SingleSync BT Calling,Advance Chipset",Round,Blue,Yes,Yes,Heart Rate & SpO2,Lithium Polymer,120 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Fire-Boltt Hulk 45.2mm (1.78) Amoled Bluetooth Calling with 120 sports modes Smartwatch  (Grey Blue Strap, 1.78)","₹1,799","88,167 Ratings","13,481 Reviews",36.6 mm,12.1 mm,36.8 g,26 mm,"Smartwatch, Charging Cable, Manual, Warranty Card",BSW052,Hulk 45.2mm (1.78) Amoled Bluetooth Calling with 120 sports modes,Square,Blue,Yes,Yes,"SpO2, Heart Rate Sensor with Latest HRS3600 Technology, Accelerometer, Barometer, Pedometer",Lithium Ion,120 Minutes,Upto 7 Days,Covers Manufacturing Defects,Contact infocare@boltt.com to Claim Warranty. Replacement will be given by the brand against Manufacturing Defects.,Manufacturing Defect,
"Cult Shock X 1.43"" AMOLED, 420mAh Battery, 850 NITS, AOD, Bluetooth calling, Rugged Smartwatch  (Black Strap, Free Size)","₹1,799","1,421 Ratings",263 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card, cult.sport Voucher",CSW09,"Shock X 1.43"" AMOLED, 420mAh Battery, 850 NITS, AOD, Bluetooth calling, Rugged",Round,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer,",,,Upto 10 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Cult Forge XR Smartwatch  (Black Strap, Free Size)","₹2,499","1,139 Ratings",244 Reviews,,,,,"Smartwatch, Charging Cable, User Manual, Warranty Card",CSW23,Forge XR,Round,Black,Yes,Yes,"SpO2, Heart Rate Sensor, Accelerometer, Barometer, Pedometer",,120 min,Upto 8 Days,Covers Manufacturing Defects,Please reach out to us at hello@cultsport.com or 1800-572-6303/1800-572-6402 for warranty claims,Manufacturing Defects,
"Titan Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling Smartwatch  (Black Strap, Free Size)","₹8,995",393 Ratings,22 Reviews,47.6 mm,12.3 mm,48.5 g,51.4 mm,"Smartwatch, Watch Strap, Charging Cable, Quick Start Guide, Warranty Card",90172AP01,"Evoke with 1.43"" AMOLED Display,1000 Nits Brightness,Rotating Crown,BT Calling",Round,Black,Yes,Yes,Accelerometer,Lithium Polymer,150 min,Upto 5 Days,1 Year Limited warranty,Titan customer care at 1800-266-0123 or email us at customercare@titan.co.in,Manufacturing Defects,
"Boult CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking Smartwatch  (Silver Strap, Free Size)","₹2,399","27,881 Ratings","1,978 Reviews",47 mm,13 mm,56.5 g,46 mm,"Smartwatch, User Manual, Charging Cable, Warranty Card",Crown R Pro,"CrownR Pro 1.43''HD AMOLED, BT Calling, Zinc Alloy Frame, IP67, SpO2 Tracking",Round,Silver,Yes,Yes,"Real Heart Rate, Real SPO2, Pedometer",Lithium Polymer,150 min,Upto 7 Days,1 Year Warranty from the Date of Purchase,Contact : Ph : Ph : +919555602502 / Mail : support@boultaudio.com,Any Kind of Technical Issue,
"Huawei WATCH GT 5 41mm with 7 Days Battery, Built-in maps & Get also Freebuds 5i with Smartwatch  (Gold Strap, Free Size)","₹21,999",104 Ratings,20 Reviews,41.3 mm,,35 g,9.5 mm,"Smartwatch, Charging Cable, Quick Start Guide, Warranty Card",Jna-B19,"WATCH GT 5 41mm with 7 Days Battery, Built-in maps & Get also Freebuds 5i with",Round,Gold,Yes,Yes,"Accelerometer Sensor, Gyroscope Sensor, Magnetometer Sensor, Optical Heart Rate Sensor, Barometer Sensor, Temperature Sensor, Ambient Light Sensor",Lithium Ion,,14 Days,,,,
"Apple Watch Series 10 GPS 42mm Silver Aluminium with Denim Sport Band  (Blue Strap, Free Size)","₹46,900",123 Ratings,10 Reviews,36 mm,9.7 mm,30 g,,"Apple Watch Series 10, Strap, Apple Watch Magnetic Fast Charger to USB-C Cable (1 m)",MWWC3HN/A,Watch Series 10 GPS 42mm Silver Aluminium with Denim Sport Band,Rectangle,Blue,Yes,Yes,"Electrical heart sensor, Third‑generation optical heart sensor, Temperature sensor1, Blood Oxygen sensor2, Compass, Always‑on altimeter, High‑g accelerometer, High dynamic range gyroscope, Ambient light sensor, Depth gauge, Water temperature sensor",Lithium Ion,,Upto 18 Hours On Normal Use,1 Year Manufacturer Warranty,Carry In,Manufacturing Defects,
"boAt Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen Smartwatch  (Beige Strap, Free Size)","₹1,999",,,,,,,"1 Smart Watch, Charging Cable, User Manual, Warranty Card",Enigma Daze,Enigma Daze Women's Luxury Watch w/ SOS Location Tracker & 1.3''(3.3 cm) Screen,Round,Beige,Yes,Yes,"HR, SpO2, G-sensor",,,7 Days,1 Year Warranty,"Carry-in, If Customer Any Query or Complaint Please Reach Out to Us at info@imaginemarketingindia.com or Call on +912269181920",Manufacturing Defects,
